OBJECTID;NOM_ARRET;LIGNE;DIRECTION;NUMERIQUE_ARRET;LETTRE_DE_QUAI;SLOID;ORIENTATION_COMPASS;E;N
207;Vernier, Avanchets-Casaï;10,A2,53;10,A2,53 (10 (Genève-Aéroport, Terminal),A2 (Grand-Saconnex, Fret),53 (Vernier, Parfumerie));VACA01;M;ch:1:sloid:93158:0:196305;310;2497580.39;1119812.77
208;Meyrin, De-Joinville;10,A2,53;10,A2,53 (10 (Genève-Aéroport, Terminal),A2 (Grand-Saconnex, Fret),53 (Vernier, Parfumerie));JVIL01;K;ch:1:sloid:95027:0:182391;316;2497317.86;1120126.36
209;Vernier, Balexert-Pailly;10,A2,53,51;10,A2,53,51 (10 (Genève-Aéroport, Terminal),A2 (Grand-Saconnex, Fret),53 (Vernier, Parfumerie),51 (Genève, Nations));PAIL01;U;ch:1:sloid:93165:0:403835;323;2497812.59;1119572.64
210;Vernier, Bouchet;10,A2,53,51;10,A2,53,51 (10 (Genève-Aéroport, Terminal),A2 (Grand-Saconnex, Fret),53 (Vernier, Parfumerie),51 (Genève, Nations));BOHT00;C;ch:1:sloid:92791:0:789069;302;2498087.47;1119217.34
211;Genève, Franchises;10,C7,22,51;10,C7,22,51 (10 (Genève-Aéroport, Terminal),C7 (Vernier, Lignon Tours/Genève, Nations),22 (Genève, Jardin Botanique),51 (Genève, Nations));FRAN01;I;ch:1:sloid:92826:0:631891;327;2498191.9;1118836.44
212;Genève, Franchises;10,C7,22,51;10,C7,22,51 (10 (Genève, Rive),C7 (Plan-les-Ouates, Le Rolliet),22 (Carouge GE, Rondeau),51 (Vernier, CO Renard));FRAN00;J;ch:1:sloid:92826:0:463320;146;2498193.74;1118812.89
213;Carouge GE, Fontenette;11;11 (11 (Genève-Eaux-Vives, gare));FONT00;J;ch:1:sloid:92674:0:949150;15;2500185.02;1115597.99
214;Genève, Amandolier;11;11 (11 (Genève, Jardin Botanique));AMDO03;L;ch:1:sloid:92778:0:5804;185;2501868.16;1117243.12
215;Carouge GE, Rue des Mouettes;11;11 (11 (Genève-Eaux-Vives, gare));RMOU00;T;ch:1:sloid:92680:0:306373;225;2499484.05;1116041.4
216;Carouge GE, Moraines;11;11 (11 (Genève-Eaux-Vives, gare));MRNE00;N;ch:1:sloid:92678:0:591366;113;2500022.71;1115378.97
217;Genève, Rieu;11;11 (11 (Genève-Eaux-Vives, gare));RIEU02;Q;ch:1:sloid:92894:0:233453;20;2501732.95;1116789.87
218;Genève, Amandolier;11;11 (11 (Genève-Eaux-Vives, gare));AMDO02;K;ch:1:sloid:92778:0:252111;354;2501877.81;1117260.4
219;Genève, Seujet;11;11 (11 (Genève-Eaux-Vives, gare));SEUJ00;P;ch:1:sloid:92904:0:204490;222;2499160.93;1117781.26
220;Genève, Charmilles;11;11 (11 (Genève, Jardin Botanique));CHRM03;X;ch:1:sloid:92802:0:777863;305;2498803.85;1118210.85
221;Genève, Clinique Générale;11;11 (11 (Genève-Eaux-Vives, gare));BSOL00;M;ch:1:sloid:92806:0:790181;40;2501421.93;1116219.41
222;Genève, Délices;11;11 (11 (Genève, Jardin Botanique));DELC02;I;ch:1:sloid:92816:0:328928;299;2499150.8;1118009.87
223;Genève, Aubert;11;11 (11 (Genève, Jardin Botanique));LAUB03;L;ch:1:sloid:92849:0:189592;219;2501566.1;1116424.3
224;Carouge GE, Fontenette;11;11 (11 (Genève, Jardin Botanique));FONT01;K;ch:1:sloid:92674:0:158851;291;2500148.37;1115698.38
225;Genève, Nations;11;11 (11 (Genève-Eaux-Vives, gare));NATI20;J;ch:1:sloid:87058:0:787431;203;2499662.66;1119857.72
226;Genève, Vernets;11;11 (11 (Genève-Eaux-Vives, gare));VRNT00;L;ch:1:sloid:92920:0:798510;143;2499317.03;1116535.91
227;Genève-Eaux-Vives, gare;11;11 (11 (Genève-Eaux-Vives, gare));GAEV00;C;ch:1:sloid:92829:0:409405;230;2501736.95;1117356.88
228;Genève, Queue-d'Arve;11;11 (11 (Genève-Eaux-Vives, gare));QARV00;V;ch:1:sloid:92891:0:148468;127;2498984.04;1116833.69
229;Genève, Epinettes;11;11 (11 (Genève-Eaux-Vives, gare));EPIN02;J;ch:1:sloid:92822:0:236161;143;2499491;1116299.49
230;Genève, Grand-Pré;11;11 (11 (Genève, Jardin Botanique));GPRE02;G;ch:1:sloid:92832:0:83011;23;2499121.05;1119186.02
231;Genève, Rieu;11;11 (11 (Genève, Jardin Botanique));RIEU03;R;ch:1:sloid:92894:0:494275;200;2501714.74;1116782.18
232;Genève, Crêts-de-Champel;11;11 (11 (Genève, Jardin Botanique));CCHA02;U;ch:1:sloid:92813:0:99105;212;2501170.69;1115894.24
233;Carouge GE, Tours;11;11 (11 (Genève, Jardin Botanique));TCAR03;G;ch:1:sloid:87037:0:165257;265;2499409.75;1115524.61
234;Carouge GE, Armes;11;11 (11 (Genève, Jardin Botanique));ARME02;C;ch:1:sloid:92669:0:241732;168;2499729.23;1115860.46
235;Genève, Bout-du-Monde;11;11 (11 (Genève-Eaux-Vives, gare));BMON00;A;ch:1:sloid:92793:0:58870;132;2501046.59;1115302.63
236;Genève, Servette;11;11 (11 (Genève-Eaux-Vives, gare));SERV02;D;ch:1:sloid:92903:0:877146;210;2498943.86;1118847
237;Carouge GE, Gavard;11;11 (11 (Genève-Eaux-Vives, gare));GAVA00;M;ch:1:sloid:92667:0:98056;189;2499386.16;1115663.95
238;Genève, Clinique Générale;11;11 (11 (Genève, Jardin Botanique));BSOL01;N;ch:1:sloid:92806:0:913504;220;2501359.25;1116174.45
239;Genève, Wendt;11;11 (11 (Genève-Eaux-Vives, gare));WEND00;K;ch:1:sloid:92928:0:28684;182;2498779.93;1118539.81
240;Genève, Vernets;11;11 (11 (Genève, Jardin Botanique));VRNT01;M;ch:1:sloid:92920:0:822304;322;2499238.8;1116641.34
241;Genève, Charmilles;11;11 (11 (Genève-Eaux-Vives, gare));CHRM02;W;ch:1:sloid:92802:0:400544;118;2498785.12;1118203.34
242;Genève, Servette;11;11 (11 (Genève, Jardin Botanique));SERV03;C;ch:1:sloid:92903:0:611331;23;2499015.44;1118901.9
243;Genève, Wendt;11;11 (11 (Genève, Jardin Botanique));WEND01;L;ch:1:sloid:92928:0:597929;30;2498822.11;1118656.85
244;Genève, Aubert;11;11 (11 (Genève-Eaux-Vives, gare));LAUB02;K;ch:1:sloid:92849:0:428973;37;2501571.88;1116405.78
245;Genève, Queue-d'Arve;11;11 (11 (Genève, Jardin Botanique));QARV01;W;ch:1:sloid:92891:0:712567;309;2498938.39;1116891.57
246;Carouge GE, Marché;11;11 (11 (Genève-Eaux-Vives, gare));CAMA02;F;ch:1:sloid:92677:0:609698;81;2499808.11;1115475.15
247;Genève, Grand-Pré;11,03;11,03 (11 (Genève-Eaux-Vives, gare),03 (Genève, Crêts-de-Champel));GPRE00;E;ch:1:sloid:92832:0:109396;201;2499055.02;1119071.38
248;Carouge GE, Val-d'Arve;11,07;11,07 (11 (Genève, Jardin Botanique),07 (Vernier, Lignon-Tours));VARV01;M;ch:1:sloid:92682:0:796593;286;2500492.57;1115627.94
249;Genève, Bout-du-Monde;11,07;11,07 (11 (Genève, Jardin Botanique),07 (Vernier, Lignon-Tours));BMON01;B;ch:1:sloid:92793:0:10928;306;2501018.09;1115348.51
250;Genève, Délices;11,07;11,07 (11 (Genève-Eaux-Vives, gare),07 (Genève, Bout-du-Monde));DELC01;H;ch:1:sloid:92816:0:96688;71;2499176.67;1117937.86
251;Carouge GE, Val-d'Arve;11,07;11,07 (11 (Genève-Eaux-Vives, gare),07 (Genève, Bout-du-Monde));VARV00;L;ch:1:sloid:92682:0:95777;109;2500529.99;1115605.97
252;Genève, Miléant;11,07,09;11,07,09 (11 (Genève-Eaux-Vives, gare),07 (Genève, Bout-du-Monde),09 (Thônex, Belle-Terre Pl. Araire));MILE01;B;ch:1:sloid:92858:0:256311;78;2498844.97;1117873
253;Genève, Motta;11,08;11,08 (11 (Genève, Jardin Botanique),08 (Grand-Saconnex, Palexpo));MTTA01;N;ch:1:sloid:92867:0:49793;40;2499354.23;1119457.44
254;Genève, Motta;11,08;11,08 (11 (Genève-Eaux-Vives, gare),08 (Veyrier, douane));MTTA00;M;ch:1:sloid:92867:0:688095;220;2499428.58;1119556.77
255;Genève, Nations;11,08;11,08 (11 (Genève, Jardin Botanique),08 (Grand-Saconnex, Palexpo));NATI19;I;ch:1:sloid:87058:0:40868;40;2499632.67;1119754.82
256;Carouge GE, Tours;11,21,22;11,21,22 (11 (Genève-Eaux-Vives, gare),21 (Carouge GE, Rondeau),22 (Carouge GE, Rondeau));TCAR00;H;ch:1:sloid:87037:0:990639;84;2499409.99;1115509.35
257;Genève-Sécheron, gare;11,22;11,22 (11 (Genève, Jardin Botanique),22 (Genève, Jardin Botanique));RIGO01;L;ch:1:sloid:92895:0:383792;77;2500142.67;1119922.76
552;Petit-Lancy, Chemin du Bac;28,C7,22,23;28,C7,22,23 (28 (Genève-Aéroport, Terminal),C7 (Vernier, Lignon Tours/Genève, Nations),22 (Genève, Jardin Botanique),23 (Grand-Saconnex, Aéroport-P47));CBAC01;P;ch:1:sloid:92978:0:439119;2;2497627.22;1116824.58
553;Chambésy, Le Reposoir;29;29 (29 (Collonge-Bellerive, Bois-Caran));REPO01;T;ch:1:sloid:11628:0:210;180;2500538.9;1120902.8
554;Chambésy, Plage du Vengeron;29;29 (29 (Creux-de-Genthod, gare));LEVE01;Q;ch:1:sloid:7414:0:207;355;2500749.2;1122466
555;Genève, Jardin Botanique;29;29 (29 (Creux-de-Genthod, gare));JARB05;O;ch:1:sloid:92843:0:211;345;2500464.3;1119990.8
556;Creux-de-Genthod, gare;29;29 (29 (Collonge-Bellerive, Bois-Caran));CGGA00;;ch:1:sloid:11287:0:185262;30;2501574.98;1124470.22
557;Genève, Bains des Pâquis;29;29 (29 (Creux-de-Genthod, gare));BPAQ00;A;ch:1:sloid:11621:0:212;345;2500766.6;1118650.4
558;Genève, Bains des Pâquis;29;29 (29 (Collonge-Bellerive, Bois-Caran));BPAQ01;B;ch:1:sloid:11621:0:213;225;2500694.9;1118516.9
559;Chambésy, Plage du Vengeron;29;29 (29 (Collonge-Bellerive, Bois-Caran));LEVE02;R;ch:1:sloid:7414:0:208;195;2500707.5;1122389.4
560;Genève, Jardin Botanique;29;29 (29 (Collonge-Bellerive, Bois-Caran));JARB04;V;ch:1:sloid:92843:0:16175;161;2500463.86;1119914.13
561;Chambésy, Le Reposoir;29;29 (29 (Creux-de-Genthod, gare));REPO00;S;ch:1:sloid:11628:0:209;0;2500556.6;1120827.2
562;Jussy, Peupliers;32;32 (32 (Jussy, Meurets/Jussy, Monniaz));PEUP01;T;ch:1:sloid:92967:0:436776;246;2510673.88;1121463.39
563;Jussy, Bellebouche;32;32 (32 (Thônex, Sous-Moulin));JUBE01;R;ch:1:sloid:92959:0:413555;264;2510344.92;1121364.76
564;Jussy, Meurets;32;32 (32 (Jussy, Meurets/Jussy, Monniaz));JUMR00;M;ch:1:sloid:87068:0:545811;88;2510008.43;1121232.62
565;Puplinge, Frémis;32;32 (32 (Thônex, Sous-Moulin));PUFR01;R;ch:1:sloid:93084:0:849687;217;2506641.95;1118550.89
566;Presinge, L'Avenir;32;32 (32 (Jussy, Meurets/Jussy, Monniaz));LAVE02;C;ch:1:sloid:7420:0:337609;;2507508.39;1119449.99
567;Jussy, Châtaignières;32;32 (32 (Thônex, Sous-Moulin));CTRS01;V;ch:1:sloid:92961:0:979389;227;2511883.96;1121759.86
568;Puplinge, Brolliets;32;32 (32 (Thônex, Sous-Moulin));PUBR01;X;ch:1:sloid:7418:0:212651;;2506999.77;1118831.96
569;Jussy, Monniaz;32;32 (32 (Thônex, Sous-Moulin));MONN00;W;ch:1:sloid:92966:0:856982;12;2512652.14;1121787.59
570;Thônex, Tronchet;32;32 (32 (Thônex, Sous-Moulin));TRNT06;A;ch:1:sloid:93116:0:150979;278;2504820.11;1116833.68
571;Jussy, Châtaignières;32;32 (32 (Jussy, Meurets/Jussy, Monniaz));CTRS00;U;ch:1:sloid:92961:0:597784;49;2511893.38;1121759.75
572;Presinge, L'Avenir;32;32 (32 (Thônex, Sous-Moulin));LAVE03;D;ch:1:sloid:7420:0:140442;;2507488.94;1119440.21
573;Jussy, Bellebouche;32;32 (32 (Jussy, Meurets/Jussy, Monniaz));JUBE00;Q;ch:1:sloid:92959:0:93015;84;2510372.54;1121360.46
574;Puplinge, Frémis;32;32 (32 (Jussy, Meurets/Jussy, Monniaz));PUFR00;Q;ch:1:sloid:93084:0:389441;42;2506659.68;1118561.48
575;Puplinge, Brolliets;32;32 (32 (Jussy, Meurets/Jussy, Monniaz));PUBR00;W;ch:1:sloid:7418:0:377004;57;2506999.28;1118821.95
576;Jussy, Peupliers;32;32 (32 (Thônex, Sous-Moulin));PEUP00;S;ch:1:sloid:92967:0:587807;66;2510650.17;1121459.53
577;Thônex, Belle-Terre Pl. Turin;32,09,C3,01;32,09,C3,01 (32 (Jussy, Meurets/Jussy, Monniaz),09 (Thônex, Belle-Terre Pl. Araire),C3 (Jussy, Meurets),01 (Thônex, Hôpital Trois-Chêne));BTTT00;V;ch:1:sloid:9319:0:506987;;2505430.11;1117638.91
578;Thônex, Belle-Terre école;32,09,C3,01;32,09,C3,01 (32 (Jussy, Meurets/Jussy, Monniaz),09 (Thônex, Belle-Terre Pl. Araire),C3 (Jussy, Meurets),01 (Thônex, Hôpital Trois-Chêne));BTEC00;T;ch:1:sloid:9315:0:207634;;2505209.11;1117473.5
579;Thônex, Belle-Terre Pl. Turin;32,09,C3,01;32,09,C3,01 (32 (Thônex, Sous-Moulin),09 (Vernier, Lignon-Tours),C3 (Chêne-Bougeries, Malagnou),01 (Genève, Jardin Botanique));BTTT01;W;ch:1:sloid:9319:0:585873;;2505488.16;1117713.12
580;Thônex, Belle-Terre école;32,09,C3,01;32,09,C3,01 (32 (Thônex, Sous-Moulin),09 (Vernier, Lignon-Tours),C3 (Chêne-Bougeries, Malagnou),01 (Genève, Jardin Botanique));BTEC01;U;ch:1:sloid:9315:0:466337;;2505174.39;1117478.23
581;Thônex, Graveson;32,12,17;32,12,17 (32 (Jussy, Meurets/Jussy, Monniaz),12 (Thônex, Moillesulaz),17 (Annemasse, Parc Montessuit));GSON00;Q;ch:1:sloid:93112:0:326217;106;2504431.9;1116508.09
582;Thônex, Tronchet;32,37;32,37 (32 (Jussy, Meurets/Jussy, Monniaz),37 (Jussy, Lullier));TRNT05;;ch:1:sloid:93116:0:945512;;2504887.91;1116935.69
583;Chêne-Bourg, gare-Tour;32,37;32,37 (32 (Thônex, Sous-Moulin),37 (Thônex, Sous-Moulin));CBGE01;G;ch:1:sloid:7345:0:677233;210;2504381.07;1116797.39
584;Thônex, Tronchet;32,37;32,37 (32 (Thônex, Sous-Moulin),37 (Thônex, Sous-Moulin));TRNT07a;A;;278;2504820.16;1116833.74
585;Thônex, Sous-Moulin;32,37,31;32,37,31 (32 (Jussy, Meurets/Jussy, Monniaz),37 (Jussy, Lullier),31 (Puplinge, Marquis));PRSM00;C;ch:1:sloid:88310:0:538899;99;2503742.17;1116166.95
586;Thônex, Mon-Idée;32,37,C3,31;32,37,C3,31 (32 (Jussy, Meurets/Jussy, Monniaz),37 (Jussy, Lullier),C3 (Jussy, Meurets),31 (Puplinge, Marquis));MIDE01;I;ch:1:sloid:93119:0:317791;57;2506206.83;1117687.85
587;Thônex, Pierre à Bochet;32,37,C3,C4;32,37,C3,C4 (32 (Jussy, Meurets/Jussy, Monniaz),37 (Jussy, Lullier),C3 (Jussy, Meurets),C4 (Thônex, Pierre à Bochet));PIBO00;N;ch:1:sloid:93120:0:996872;63;2505238.4;1117014.9
588;Thônex, Pierre à Bochet;32,37,C3,C4;32,37,C3,C4 (32 (Thônex, Sous-Moulin),37 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou),C4 (Chêne-Bougeries, Malagnou));PIBO01;O;ch:1:sloid:93120:0:876771;244;2505208.17;1117023.57
589;Thônex, Sous-Moulin;32,41,C5,C4;32,41,C5,C4 (32 (Jussy, Meurets/Jussy, Monniaz),41 (Carouge GE, Tours),C5 (Veyrier, Tournettes),C4 (Thônex, Pierre à Bochet));PRSM03;E;ch:1:sloid:88310:0:955652;182;2503712.28;1116091.13
590;Thônex, Fossard;32,41,C5,C4;32,41,C5,C4 (32 (Thônex, Sous-Moulin),41 (Veyrier, Petit-Veyrier/Chêne-Bourg, gare-Place),C5 (Chêne-Bourg, Petit-Bel-Air),C4 (Chêne-Bougeries, Malagnou));FOSA01;R;ch:1:sloid:93111:0:474842;338;2503731.77;1115630.77
591;Thônex, Sous-Moulin;32,41,C5,C4;32,41,C5,C4 (32 (Thônex, Sous-Moulin),41 (Veyrier, Petit-Veyrier/Chêne-Bourg, gare-Place),C5 (Chêne-Bourg, Petit-Bel-Air),C4 (Chêne-Bougeries, Malagnou));PRSM04;D;ch:1:sloid:88310:0:572789;2;2503720.8;1116110.42
592;Jussy, La Forge;32,C3;32,C3 (32 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou));LFRG01;F;ch:1:sloid:92963:0:326798;201;2508297.04;1120778.8
593;Jussy, place;32,C3;32,C3 (32 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou));JUPL01;J;ch:1:sloid:92968:0:103052;213;2509424.22;1121068.23
594;Jussy, La Forge;32,C3;32,C3 (32 (Jussy, Meurets/Jussy, Monniaz),C3 (Jussy, Meurets));LFRG00;E;ch:1:sloid:92963:0:535381;18;2508312.7;1120801.62
595;Jussy, Meurets;32,C3;32,C3 (32 (Jussy, Meurets/Jussy, Monniaz),C3 (Jussy, Meurets));JUMR01;N;ch:1:sloid:87068:0:469573;180;2510007.28;1121220.04
596;Jussy, château;32,C3;32,C3 (32 (Jussy, Meurets/Jussy, Monniaz),C3 (Jussy, Meurets));JUCH00;O;ch:1:sloid:92962:0:150985;57;2509876.19;1121315.09
597;Jussy, Sionnet;32,C3;32,C3 (32 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou));SION01;B;ch:1:sloid:92970:0:934921;202;2508350.95;1120915.05
598;Jussy, château;32,C3;32,C3 (32 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou));JUCH01;P;ch:1:sloid:92962:0:502368;233;2509851.71;1121305.14
599;Jussy, Sionnet;32,C3;32,C3 (32 (Jussy, Meurets/Jussy, Monniaz),C3 (Jussy, Meurets));SION00;A;ch:1:sloid:92970:0:569496;21;2508363.45;1120930.73
600;Jussy, place;32,C3;32,C3 (32 (Jussy, Meurets/Jussy, Monniaz),C3 (Jussy, Meurets));JUPL00;I;ch:1:sloid:92968:0:916388;33;2509408.91;1121067.11
601;Thônex, Belle-Terre Pl. Araire;32,C3,01;32,C3,01 (32 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou),01 (Genève, Jardin Botanique));BTPA01;Y;ch:1:sloid:9321:0:203136;;2505824.45;1117964.75
602;Thônex, Belle-Terre Pl. Araire;32,C3,01;32,C3,01 (32 (Jussy, Meurets/Jussy, Monniaz),C3 (Jussy, Meurets),01 (Thônex, Hôpital Trois-Chêne));BTPA00;X;ch:1:sloid:9321:0:253310;;2505803.26;1117918.15
603;Thônex, Graveson;32,C3,12,C4,17;32,C3,12,C4,17 (32 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou),12 (Lancy-Bachet, gare),C4 (Chêne-Bougeries, Malagnou),17 (Lancy-Pont-Rouge, gare));GSON01;R;ch:1:sloid:93112:0:178274;284;2504449.83;1116510.08
604;Thônex, Mon-Idée;32,C3,31;32,C3,31 (32 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou),31 (Thônex, Sous-Moulin));MIDE02;J;ch:1:sloid:93119:0:313677;327;2506111.31;1117761.55
605;Jussy, La Loure;32,C3,39;32,C3,39 (32 (Thônex, Sous-Moulin),C3 (Chêne-Bougeries, Malagnou),39 (Vésenaz, Pointe à la Bise));LOUR01;H;ch:1:sloid:92964:0:929092;296;2509110.91;1121127.43
606;Jussy, La Loure;32,C3,39;32,C3,39 (32 (Jussy, Meurets/Jussy, Monniaz),C3 (Jussy, Meurets),39 (Presinge, village));LOUR00;G;ch:1:sloid:92964:0:289623;108;2509128.98;1121111.39
607;Thônex, mairie;32,C4;32,C4 (32 (Thônex, Sous-Moulin),C4 (Chêne-Bougeries, Malagnou));MATH01;N;ch:1:sloid:93117:0:596246;198;2504220.69;1115904.08
608;Thônex, Fossard;32,C4;32,C4 (32 (Jussy, Meurets/Jussy, Monniaz),C4 (Thônex, Pierre à Bochet));FOSA00;Q;ch:1:sloid:93111:0:377266;61;2503795.65;1115596.38
609;Thônex, mairie;32,C4;32,C4 (32 (Jussy, Meurets/Jussy, Monniaz),C4 (Thônex, Pierre à Bochet));MATH00;M;ch:1:sloid:93117:0:998311;23;2504236.92;1115915.89
610;Thônex, Jeandin;32,C4;32,C4 (32 (Jussy, Meurets/Jussy, Monniaz),C4 (Thônex, Pierre à Bochet));AJEN01;U;ch:1:sloid:93106:0:611020;0;2504257.12;1116185.74
611;Thônex, Cyprès;32,C4;32,C4 (32 (Jussy, Meurets/Jussy, Monniaz),C4 (Thônex, Pierre à Bochet));CYPR00;O;ch:1:sloid:93110:0:292961;60;2504068.8;1115742.93
612;Thônex, Cyprès;32,C4;32,C4 (32 (Thônex, Sous-Moulin),C4 (Chêne-Bougeries, Malagnou));CYPR01;P;ch:1:sloid:93110:0:780654;234;2504129.72;1115786.88
613;Thônex, Jeandin;32,C4;32,C4 (32 (Thônex, Sous-Moulin),C4 (Chêne-Bougeries, Malagnou));AJEN00;V;ch:1:sloid:93106:0:919128;170;2504249.39;1116171.27
614;Choulex, Petit-Miolan;33;33 (33 (Puplinge, Marquis));PMIO00;I;ch:1:sloid:92718:0:605253;90;2505821.95;1119500.05
615;Choulex, Petit-Miolan;33;33 (33 (Genève, Rive));PMIO01;J;ch:1:sloid:92718:0:256587;275;2505815.19;1119505.82
616;Choulex, Jurets;33;33 (33 (Genève, Rive));JURE01;F;ch:1:sloid:95226:0:707143;270;2506879.54;1119267.69
617;Vandoeuvres, Planta;33;33 (33 (Puplinge, Marquis));PLTA00;N;ch:1:sloid:93136:0:204159;57;2503690.92;1118847.11
618;Vandoeuvres, Les Bougeries;33;33 (33 (Genève, Rive));BGRI01;G;ch:1:sloid:93133:0:456861;247;2505563.98;1119330.43
619;Vandoeuvres, Crête;33;33 (33 (Puplinge, Marquis));CRTE00;T;ch:1:sloid:93129:0:685718;126;2505225.97;1119225.9
620;Vandoeuvres, La Blonde;33;33 (33 (Puplinge, Marquis));BOND00;P;ch:1:sloid:93132:0:621932;52;2504040.32;1119018.73
621;Vandoeuvres, La Blonde;33;33 (33 (Genève, Rive));BOND01;Q;ch:1:sloid:93132:0:815794;230;2504000.63;1119002.03
622;Vandoeuvres, Chougny;33;33 (33 (Genève, Rive));CGNY01;S;ch:1:sloid:87042:0:698494;240;2504266.79;1119316.45
623;Presinge, L'Avenir croisée;33;33 (33 (Genève, Rive));LAVC01;B;ch:1:sloid:95227:0:284055;295;2507295.19;1119207.53
624;Vandoeuvres, Crête;33;33 (33 (Genève, Rive));CRTE01;U;ch:1:sloid:93129:0:683869;260;2505238.6;1119228.03
625;Choulex, Jurets;33;33 (33 (Puplinge, Marquis));JURE00;E;ch:1:sloid:95226:0:484611;90;2506906.27;1119260.91
626;Cologny, croisée;33;33 (33 (Puplinge, Marquis));CCOL01;J;ch:1:sloid:87047:0:758618;54;2503223.27;1118666.83
627;Cologny, Falquets;33;33 (33 (Genève, Rive));FALQ01;M;ch:1:sloid:92744:0:192696;248;2503367.73;1118753.92
628;Cologny, Falquets;33;33 (33 (Puplinge, Marquis));FALQ00;L;ch:1:sloid:92744:0:423112;68;2503374.87;1118743.68
629;Vandoeuvres, Chougny;33;33 (33 (Puplinge, Marquis));CGNY00;R;ch:1:sloid:87042:0:688447;59;2504323.86;1119340.14
630;Vandoeuvres, Planta;33;33 (33 (Genève, Rive));PLTA01;O;ch:1:sloid:93136:0:585300;240;2503680.76;1118855.04
631;Presinge, L'Avenir croisée;33;33 (33 (Puplinge, Marquis));LAVC00;A;ch:1:sloid:95227:0:868478;115;2507306.4;1119194.52
632;Vandoeuvres, Les Bougeries;33;33 (33 (Puplinge, Marquis));BGRI00;F;ch:1:sloid:93133:0:652072;66;2505581;1119331.23
633;Puplinge, Marquis;33,31;33,31 (33 (Puplinge, Marquis),31 (Thônex, Sous-Moulin));PMAR00;U;ch:1:sloid:93087:0:261939;209;2507072.67;1118704.32
634;Puplinge, Marquis;33,31;33,31 (33 (Genève, Rive),31 (Puplinge, Marquis));PMAR01;V;ch:1:sloid:93087:0:134742;29;2507084.22;1118710.84
635;Vandoeuvres, La Blanche;33,38;33,38 (33 (Puplinge, Marquis),38 (Chêne-Bourg, Place Favre));LABL00;D;ch:1:sloid:93131:0:253902;129;2505061.58;1119372.18
636;Vandoeuvres, village;33,38;33,38 (33 (Puplinge, Marquis),38 (Chêne-Bourg, Place Favre));VAND01;B;ch:1:sloid:87094:0:97863;98;2504667.34;1119625.45
637;Vandoeuvres, La Blanche;33,38;33,38 (33 (Genève, Rive),38 (Hermance, village/Chens-sur-Léman));LABL01;E;ch:1:sloid:93131:0:949585;309;2505068.39;1119375.52
638;Vandoeuvres, village;33,38;33,38 (33 (Genève, Rive),38 (Hermance, village/Chens-sur-Léman));VAND00;A;ch:1:sloid:87094:0:752284;281;2504658.47;1119634.93
639;Genève, Rive;33,A;33,A (33 (Puplinge, Marquis),A (Gy, temple));RIVE04;I;ch:1:sloid:87061:0:450545;198;2500807.35;1117540.97
640;Cologny, croisée;33,A,C1;33,A,C1 (33 (Genève, Rive),A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));CCOL02;K;ch:1:sloid:87047:0:707663;225;2503135.74;1118621.21
641;Genève, Place des Eaux-Vives;33,A,C1;33,A,C1 (33 (Puplinge, Marquis),A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));PLEV04;S;ch:1:sloid:92883:0:551362;102;2501069.35;1117509
642;Cologny, Le-Fort;33,A,C1;33,A,C1 (33 (Puplinge, Marquis),A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));LFOR00;G;ch:1:sloid:92748:0:967603;35;2502913.3;1118288.4
643;Cologny, Le-Fort;33,A,C1;33,A,C1 (33 (Genève, Rive),A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));LFOR01;H;ch:1:sloid:92748:0:904070;215;2502893.47;1118275.46
644;Chêne-Bougeries, Conches école;34;34 (34 (Chêne-Bougeries, Conches Place));COCE01;K;ch:1:sloid:10678:0:63955;135;2502642.65;1116110.73
645;Chêne-Bougeries,Grange-Falquet;34;34 (34 (Chêne-Bougeries, Conches Place));GFAQ02;;ch:1:sloid:92706:0:113804;110;2503283.3;1117079.96
646;Chêne-Bougeries, Grangettes;34;34 (34 (Chêne-Bougeries, Conches Place));GRAN02;S;ch:1:sloid:92694:0:262568;98;2503050.05;1117121.74
647;Choulex, Champ-Dollon;34;34 (34 (Chêne-Bougeries, Conches Place));CDOL00;L;ch:1:sloid:95225:0:708173;225;2506211.07;1118995.74
648;Choulex, Champ-Dollon-Sud;34;34 (34 (Choulex, village));CDSU00;C;ch:1:sloid:95229:0:84986;42;2506047.57;1118747.46
649;Chêne-Bougeries, Vert-Pré;34;34 (34 (Choulex, village));CLVP00;S;ch:1:sloid:10679:0:841449;45;2502586.06;1115876.75
650;Choulex, Champ-Dollon-Sud;34;34 (34 (Chêne-Bougeries, Conches Place));CDSU01;B;ch:1:sloid:95229:0:571600;219;2506027.93;1118736.5
