OBJECTID;NOM_ARRET;LIGNE;DIRECTION;NUMERIQUE_ARRET;LETTRE_DE_QUAI;SLOID;ORIENTATION_COMPASS;E;N
1224;Genève, gare Cornavin;60,20,05,61,08;60,20,05,61,08 (60 (Ferney, mairie/Gex, L'Aiglette),20 (Bellevue GE, Valavran),05 (Genève-Aéroport, Terminal),61 (Genève, gare Cornavin),08 (Grand-Saconnex, Palexpo));CVIN03;J;ch:1:sloid:87057:0:50679;37;2499899.25;1118502.98
1225;Genève, Nations;60,20,51,61;60,20,51,61 (60 (Genève, gare Cornavin),20 (Veyrier, Tournettes),51 (Genève, Nations),61 (Genève, gare Cornavin));NATI14;A;ch:1:sloid:87058:0:954060;202;2499720.73;1119823.29
1226;Genève, Varembé;60,20,61;60,20,61 (60 (Genève, gare Cornavin),20 (Veyrier, Tournettes),61 (Genève, gare Cornavin));VRBE02;U;ch:1:sloid:92917:0:205297;158;2499811.59;1119668.88
1227;Genève, Varembé;60,20,61;60,20,61 (60 (Ferney, mairie/Gex, L'Aiglette),20 (Bellevue GE, Valavran),61 (Gex, L'Aiglette));VRBE01;T;ch:1:sloid:92917:0:511120;345;2499842.32;1119641.37
1228;Genève, Valais;60,20,61;60,20,61 (60 (Genève, gare Cornavin),20 (Veyrier, Tournettes),61 (Genève, gare Cornavin));VLAI01;B;ch:1:sloid:92916:0:671125;177;2499883.97;1119186.82
1229;Genève, Valais;60,20,61;60,20,61 (60 (Ferney, mairie/Gex, L'Aiglette),20 (Bellevue GE, Valavran),61 (Gex, L'Aiglette));VLAI00;A;ch:1:sloid:92916:0:541764;357;2499894.68;1119201.75
1230;Ferney, mairie;60,60;60,60 (60 (Genève, gare Cornavin),60 (Genève, gare Cornavin));FEMA00;A;ch:1:sloid:1400679:0:321853;42;2497406.07;1123543.46
1231;Gex, L'Aiglette;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));GXAI00;Y;ch:1:sloid:1401756:0:694576;67;2494871.65;1132756.61
1232;Grand-Saconnex, Tunnel Routier;60,61;60,61 (60 (Genève, gare Cornavin),61 (Genève, gare Cornavin));TRTI03;Y;ch:1:sloid:92953:0:288979;172;2498554.86;1122190.16
1233;Ornex, Les Roussets;60,61;60,61 (60 (Genève, gare Cornavin),61 (Genève, gare Cornavin));ORRO01;U;;154;2497011;1124407
1234;Ornex, Fruitière;60,61;60,61 (60 (Genève, gare Cornavin),61 (Genève, gare Cornavin));OXFR01;E;;142;2496513;1125440
1235;Maconnex, Arcades;60,61;60,61 (60 (Genève, gare Cornavin),61 (Genève, gare Cornavin));MCON01;G;;177;2495732;1126846
1236;Ornex, Fruitière;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));OXFR00;D;;313;2496518;1125455
1237;Cessy, centre;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));CYNT00;K;;4;2494339;1130161
1238;Ornex, Les Roussets;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));ORRO00;T;;336;2497006;1124455
1239;Maconnex, Arcades;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));MCON00;F;;358;2495737;1126907
1240;Gex, Vertes Campagnes;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));VRTC00;S;ch:1:sloid:1402568:0:790916;18;2493466.9;1131470.56
1241;Gex, centre;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));GXPO00;U;;233;2493819.4;1132102.2
1242;Ségny, centre;60,61;60,61 (60 (Genève, gare Cornavin),61 (Genève, gare Cornavin));SGNY01;I;ch:1:sloid:1401800:0:388263;150;2495025.04;1128031.41
1243;Tougin, Hôpital;60,61;60,61 (60 (Genève, gare Cornavin),61 (Genève, gare Cornavin));TGIN03;R;;84;2493648;1131361
1244;Ornex, Prénépla;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));PPLA00;A;ch:1:sloid:1401769:0:798515;338;2496710.34;1125099.25
1245;Tougin, Hôpital;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));TGIN02;Q;;253;2493633;1131363
1246;Grand-Saconnex, Tunnel Routier;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));TRTI02;Z;ch:1:sloid:92953:0:992957;351;2498563.16;1122249.12
1247;Ségny, centre;60,61;60,61 (60 (Ferney, mairie/Gex, L'Aiglette),61 (Gex, L'Aiglette));SGNY00;H;ch:1:sloid:1401800:0:283242;330;2495021.04;1128051.55
1569;Satigny, Camping Bois-de-Bay;83,73;83,73 (83 (Viry, église),73 (Satigny, gare));CING01;L;ch:1:sloid:93093:0:683658;232;2493904.59;1117393.66
1570;Vernier, Signal;83,73;83,73 (83 (Satigny, Nant-d'Avril),73 (ZIMEYSA, gare));SIGN00;K;ch:1:sloid:95052:0:276226;286;2495561.29;1119639.16
1571;Satigny, Rue Carrée;83,73;83,73 (83 (Viry, église),73 (Satigny, gare));CARR01;N;ch:1:sloid:93100:0:531672;233;2493760.22;1117285.8
1572;Satigny, Terre Mousson;83,73;83,73 (83 (Viry, église),73 (Satigny, gare));TMOU01;P;ch:1:sloid:93105:0:84466;261;2493276.02;1117150.06
1573;Satigny, Bois-de-Bay;83,73;83,73 (83 (Satigny, Nant-d'Avril),73 (ZIMEYSA, gare));BBAY00;I;ch:1:sloid:93091:0:840117;123;2492722.88;1117209.36
1574;Satigny, Camping Bois-de-Bay;83,73;83,73 (83 (Satigny, Nant-d'Avril),73 (ZIMEYSA, gare));CING00;K;ch:1:sloid:93093:0:87974;52;2493975.3;1117437.35
1575;Vernier, Bouleaux;83,73,53,C8;83,73,53,C8 (83 (Satigny, Nant-d'Avril),73 (ZIMEYSA, gare),53 (Grand-Saconnex, place/Bellevue GE, Valavran),C8 (Vernier, CO Renard));BOLX00;I;ch:1:sloid:93146:0:848747;67;2494690.98;1118541.6
1576;Vernier, village;83,73,53,C8;83,73,53,C8 (83 (Viry, église),73 (Satigny, gare),53 (Vernier, Parfumerie),C8 (Vernier, Bois-Chébé));VEVI02;E;ch:1:sloid:93177:0:548628;216;2495075.67;1118832.84
1577;Vernier, Progrès;83,73,53,C8;83,73,53,C8 (83 (Viry, église),73 (Satigny, gare),53 (Vernier, Parfumerie),C8 (Vernier, Bois-Chébé));PRGR01;F;ch:1:sloid:93168:0:351322;246;2494783.07;1118584.65
1578;Vernier, Progrès;83,73,53,C8;83,73,53,C8 (83 (Satigny, Nant-d'Avril),73 (ZIMEYSA, gare),53 (Grand-Saconnex, place/Bellevue GE, Valavran),C8 (Vernier, CO Renard));PRGR00;G;ch:1:sloid:93168:0:44406;61;2494860.2;1118611.39
1579;Vernier, Bouleaux;83,73,53,C8;83,73,53,C8 (83 (Viry, église),73 (Satigny, gare),53 (Vernier, Parfumerie),C8 (Vernier, Bois-Chébé));BOLX01;H;ch:1:sloid:93146:0:162533;247;2494639.52;1118532.19
1580;Aire-la-Ville, Pont-de-Peney;83,83;83,83 (83 (Satigny, Nant-d'Avril),83 (Satigny, Nant-d'Avril));AVPP03;T;ch:1:sloid:92619:0:291;315;2492394.39;1116711.88
1581;Viry, P+R (F);83,83;83,83 (83 (Viry, église),83 (Viry, église));PRVI00;;;306;2491167;1109704
1582;Laconnex, Mollaz;83,L;83,L (83 (Satigny, Nant-d'Avril),L (Confignon, croisée));MOLL01;H;ch:1:sloid:92972:0:110645;50;2491480.55;1112398.25
1583;Laconnex, Stand de tir;83,L;83,L (83 (Viry, église),L (Athenaz, école));LAST00;M;ch:1:sloid:92973:0:886175;212;2491783.72;1112874.37
1584;Bernex, Maisonnette;83,L;83,L (83 (Satigny, Nant-d'Avril),L (Confignon, croisée));MSNT01;J;ch:1:sloid:92658:0:17684;61;2492666.36;1113368.57
1585;Laconnex, Stand de tir;83,L;83,L (83 (Satigny, Nant-d'Avril),L (Confignon, croisée));LAST01;N;ch:1:sloid:92973:0:835668;22;2491803.92;1112904.21
1586;Laconnex, Chemin de la Douane;83,L;83,L (83 (Viry, église),L (Athenaz, école));CHDO00;K;ch:1:sloid:92971:0:28773;241;2492252.13;1113173.23
1587;Bernex, Maisonnette;83,L;83,L (83 (Viry, église),L (Athenaz, école));MSNT00;I;ch:1:sloid:92658:0:875720;241;2492649.66;1113368.29
1588;Laconnex, Chemin de la Douane;83,L;83,L (83 (Satigny, Nant-d'Avril),L (Confignon, croisée));CHDO01;L;ch:1:sloid:92971:0:864860;63;2492297.44;1113187.57
1589;Soral, mairie;83,L;83,L (83 (Satigny, Nant-d'Avril),L (Confignon, croisée));SRMA01;S;ch:1:sloid:87091:0:783206;87;2491966.42;1111106.05
1590;Laconnex, village;83,L;83,L (83 (Viry, église),L (Athenaz, école));LAVI00;P;ch:1:sloid:87074:0:351754;219;2491684.65;1112578.87
1591;Soral, village;83,L;83,L (83 (Viry, église),L (Athenaz, école));SRVI00;T;ch:1:sloid:95044:0:889982;139;2492188.72;1111259.37
1592;Bernex, Sézenove Ferrand;83,L;83,L (83 (Viry, église),L (Athenaz, école));SEFE00;A;ch:1:sloid:95224:0:662462;230;2493130.3;1113617.97
1593;Bernex, Sézenove Ferrand;83,L;83,L (83 (Satigny, Nant-d'Avril),L (Confignon, croisée));SEFE01;B;ch:1:sloid:95224:0:254343;56;2493119.64;1113598.69
1594;Laconnex, Mollaz;83,L;83,L (83 (Viry, église),L (Athenaz, école));MOLL00;G;ch:1:sloid:92972:0:105861;233;2491456.49;1112387.42
1595;Laconnex, village;83,L;83,L (83 (Satigny, Nant-d'Avril),L (Confignon, croisée));LAVI01;O;ch:1:sloid:87074:0:706345;40;2491689;1112572.46
1596;Soral, mairie;83,L;83,L (83 (Viry, église),L (Athenaz, école));SRMA00;R;ch:1:sloid:87091:0:287016;227;2491956.57;1111110.58
1597;Genève, Jonction;91;91 (91 (Genève, Beau-Séjour));JOCT02;E;ch:1:sloid:87062:0:898036;88;2499064.26;1117482.04
1598;Genève, Uni-Mail;91;91 (91 (Genève, Beau-Séjour));UNIM04;Q;ch:1:sloid:92915:0:423070;149;2499836.98;1116848.82
1599;Genève, Beau-Séjour;91;91 (91 (Genève, Pointe de la Jonction));BSEJ00;H;ch:1:sloid:92786:0:987131;70;2500548.18;1116074.29
1600;Genève, Jonction;91;91 (91 (Genève, Pointe de la Jonction));JOCT09;G;ch:1:sloid:87062:0:657603;268;2498954.45;1117492.89
1601;Genève, Dancet;91;91 (91 (Genève, Beau-Séjour));DANC00;U;ch:1:sloid:96094:0:958115;167;2499925.98;1116504.49
1602;Genève, Dancet;91;91 (91 (Genève, Pointe de la Jonction));DANC01;V;ch:1:sloid:96094:0:190836;348;2499940.95;1116562.99
1603;Genève, Augustins;91;91 (91 (Genève, Beau-Séjour));AUGS02;Z;ch:1:sloid:92780:0:540469;104;2500084.21;1116404.02
1604;Genève, Pointe de la Jonction;91;91 (91 (Genève, Beau-Séjour));JOPO00;P;ch:1:sloid:11186:0:76423;270;2498689.98;1117490.75
1605;Genève-Champel, gare/Hôpital;91;91 (91 (Genève, Beau-Séjour));GCHH00;G;ch:1:sloid:92898:0:432480;195;2500552.71;1116498.06
1606;Genève, Hôpital;91;91 (91 (Genève, Beau-Séjour));HOPI02;M;ch:1:sloid:92837:0:228743;47;2500430.26;1116688.9
1607;Genève, Reverdin;91;91 (91 (Genève, Beau-Séjour));REVE00;C;ch:1:sloid:92892:0:410163;191;2500542;1116230.43
1608;Genève, Village-Suisse;91;91 (91 (Genève, Pointe de la Jonction));VSUI01;W;ch:1:sloid:92923:0:759343;267;2499454.16;1117497.4
1609;Genève, Augustins;91;91 (91 (Genève, Pointe de la Jonction));AUGS04;Y;ch:1:sloid:92780:0:138287;278;2499997.96;1116410.03
1610;Genève, Maternité-Pédiatrie;91;91 (91 (Genève, Beau-Séjour));MATE02;S;ch:1:sloid:92853:0:240022;23;2500219.24;1116366.18
1611;Genève, Clinique La Colline;91;91 (91 (Genève, Beau-Séjour));CLCO00;Q;ch:1:sloid:95999:0:285291;191;2500535.65;1116363.54
1612;Genève, Maternité-Pédiatrie;91;91 (91 (Genève, Pointe de la Jonction));MATE01;R;ch:1:sloid:92853:0:161721;203;2500208.01;1116357.2
1613;Genève, Village-Suisse;91;91 (91 (Genève, Beau-Séjour));VSUI00;V;ch:1:sloid:92923:0:702555;88;2499432.25;1117484.79
1614;Genève, Hôpital;91;91 (91 (Genève, Pointe de la Jonction));HOPI04;L;ch:1:sloid:92837:0:779070;223;2500383.97;1116659.85
1615;Genève, Tour de Champel;91;91 (91 (Genève, Pointe de la Jonction));CHTO00;A;ch:1:sloid:11187:0:976640;15;2500661.32;1116067.03
1616;Genève, Taconnerie;92;92 (92 (Genève, Place de Neuve));TACO00;P;ch:1:sloid:92909:0:654855;52;2500395.32;1117418.59
1617;Genève, Hôtel-de-Ville;92;92 (92 (Genève, Place de Neuve));HVIL00;O;ch:1:sloid:92838:0:458555;52;2500269.44;1117444.85
1618;Genève, Chausse-Coq;92;92 (92 (Genève, Place de Neuve));CHCQ00;M;ch:1:sloid:11617:0:279;15;2500405.15;1117278.71
1619;Genève, Cathédrale;92;92 (92 (Genève, Place de Neuve));CATH00;V;ch:1:sloid:92799:0:952786;52;2500366.78;1117488.71
1620;Genève, Bourg-de-Four;92;92 (92 (Genève, Place de Neuve));BFOU00;Q;ch:1:sloid:92792:0:712319;52;2500419.72;1117341.16
1621;Genève, Place de Neuve;92;92 (92 (Genève, Place de Neuve));PNEV05;N;ch:1:sloid:92885:0:296556;52;2500071.55;1117500.42
1622;Genève, Saint-Antoine;92;92 (92 (Genève, Place de Neuve));SANT00;M;ch:1:sloid:92907:0:531051;52;2500605.75;1117314
1623;Genève, Eglise Russe;92;92 (92 (Genève, Place de Neuve));EGRU00;E;ch:1:sloid:92820:0:121822;52;2500744.04;1117143.82
1624;Genève, Saint-Léger;92;92 (92 (Genève, Place de Neuve));SLEG00;H;ch:1:sloid:11618:0:228;315;2500336.5;1117151.46
1625;Genève,Conservatoire populaire;92;92 (92 (Genève, Place de Neuve));PEPA00;G;ch:1:sloid:92879:0:152244;52;2500660.68;1117061.16
1626;Genève, Place Claparède;92,20,03;92,20,03 (92 (Genève, Place de Neuve),20 (Bellevue GE, Valavran),03 (Grand-Saconnex, Gardiol));CLAP01;O;ch:1:sloid:92805:0:607558;319;2500556.59;1116921.57
1627;Vessy, Centre sportif;97;97 (97 (Genève, Bout-du-Monde));VECS01;K;ch:1:sloid:12112:0:1006;225;2501643.7;1115462.3
1628;Vessy, Grands-Esserts;97;97 (97 (Vessy, Grands-Esserts));VGES01;M;ch:1:sloid:11620:0:510;45;2501452.5;1114673.6
1629;Vessy, Grands-Esserts;97;97 (97 (Vessy, Grands-Esserts));VGES00;L;ch:1:sloid:11620:0:509;225;2501440.6;1114673.2
1630;Vessy, Bochère;97;97 (97 (Genève, Bout-du-Monde));VEBO01;K;ch:1:sloid:11619:0:508;45;2501640.7;1114984.9
1631;Vessy, Bochère;97;97 (97 (Vessy, Grands-Esserts));VEBO00;J;ch:1:sloid:11619:0:507;225;2501629.5;1114985.6
1632;Vessy, Centre sportif;97;97 (97 (Vessy, Grands-Esserts));VECS00;J;ch:1:sloid:12112:0:1005;45;2501671.1;1115483.5
1633;Meinier, Carre-d'Amont;A;A (A (Genève, Rive));CAAM01;S;ch:1:sloid:87925:0:43065;213;2505750.86;1121234.41
1634;Vandoeuvres, village;A;A (A (Genève, Rive));VAND02;C;ch:1:sloid:87094:0:208104;199;2504617.91;1119646.61
1635;Gy, poste;A;A (A (Genève, Rive));GYPO01;H;ch:1:sloid:92956:0:473198;205;2508768.28;1122894.78
1636;Gy, La Chêna;A;A (A (Genève, Rive));LACH01;G;ch:1:sloid:92955:0:67530;198;2508703.37;1122733.77
1637;Meinier, Carre-d'Amont;A;A (A (Gy, temple));CAAM00;R;ch:1:sloid:87925:0:747902;29;2505781.51;1121270.05
1638;Gy, Turaines;A;A (A (Gy, temple));TURA00;J;ch:1:sloid:92954:0:25824;23;2509116.28;1122912.34
1639;Meinier, Compois;A;A (A (Genève, Rive));CPOI00;P;ch:1:sloid:92999:0:434779;295;2507202.55;1121619.17
1640;Gy, temple;A;A (A (Genève, Rive));GYTE00;I;ch:1:sloid:87066:0:54554;222;2508947.33;1123021.72
1641;Meinier, Merlinge;A;A (A (Genève, Rive));MRLG01;E;ch:1:sloid:93002:0:52495;260;2508127.36;1122615.18
1642;Gy, La Chêna;A;A (A (Gy, temple));LACH00;F;ch:1:sloid:92955:0:118400;56;2508683.24;1122683.67
1643;Meinier, Merlinge;A;A (A (Gy, temple));MRLG00;D;ch:1:sloid:93002:0:167260;81;2508119.08;1122606.99
1644;Choulex, Rouette;A;A (A (Genève, Rive));ROUE02;;ch:1:sloid:92719:0:677503;210;2505461.38;1120636.44
1645;Gy, Baraque-à-Cloud;A;A (A (Gy, temple));GYBA00;K;ch:1:sloid:95457:0:684780;129;2508886.7;1122474.32
1646;Meinier, Route de Corsinge;A,39;A,39 (A (Genève, Rive),39 (Vésenaz, Pointe à la Bise));RCOR01;B;ch:1:sloid:93006:0:340837;272;2507318.61;1122377.79
1647;Meinier, Tour;A,39;A,39 (A (Genève, Rive),39 (Vésenaz, Pointe à la Bise));MTOU01;F;ch:1:sloid:87077:0:977470;247;2506898.24;1122313.38
1648;Meinier, Route de Corsinge;A,39;A,39 (A (Gy, temple),39 (Presinge, village));RCOR00;A;ch:1:sloid:93006:0:876606;92;2507337.88;1122370.24
1649;Meinier, Pralys;A,39;A,39 (A (Gy, temple),39 (Presinge, village));MEPR00;A;ch:1:sloid:93004:0:855121;47;2506510.12;1122073.13
1650;Meinier, Murailles;A,39;A,39 (A (Gy, temple),39 (Presinge, village));MURA00;K;ch:1:sloid:93003:0:618065;133;2507955.75;1121882.18
1651;Meinier, Tour;A,39;A,39 (A (Gy, temple),39 (Presinge, village));MTOU00;E;ch:1:sloid:87077:0:284617;63;2506906.02;1122309.32
1652;Meinier, Pralys;A,39;A,39 (A (Genève, Rive),39 (Vésenaz, Pointe à la Bise));MEPR01;B;ch:1:sloid:93004:0:775732;227;2506508.21;1122080.89
1653;Meinier, Corsinge village;A,39;A,39 (A (Genève, Rive),39 (Presinge, village));COVI00;N;ch:1:sloid:87054:0:12889;217;2507902.8;1121682.41
1654;Meinier, église;A,39;A,39 (A (Gy, temple),39 (Presinge, village));MEGL00;I;ch:1:sloid:93001:0:643506;52;2507085.82;1122391.05
1655;Meinier, église;A,39;A,39 (A (Genève, Rive),39 (Vésenaz, Pointe à la Bise));MEGL01;J;ch:1:sloid:93001:0:319420;232;2507071.91;1122389
1656;Meinier, Route de Compois;A,39;A,39 (A (Genève, Rive),39 (Presinge, village));RCPS00;Q;ch:1:sloid:93005:0:942412;212;2507738.64;1121378.64
1657;Cologny, Chemin des Fours;A,C1;A,C1 (A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));CFOU00;V;ch:1:sloid:87046:0:389836;52;2503143.86;1119230.51
1658;Cologny, Bessinge;A,C1;A,C1 (A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));BESS01;N;ch:1:sloid:92740:0:72617;219;2503783.56;1119967.91
1659;Vésenaz, Chemin des Princes;A,C1;A,C1 (A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));CHPR01;G;ch:1:sloid:92731:0:640508;217;2504551.47;1120884.54
1660;Cologny, Rippaz;A,C1;A,C1 (A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));RIPP01;R;ch:1:sloid:92750:0:441900;219;2504187.52;1120449.06
1661;Cologny, mairie;A,C1;A,C1 (A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));CYMA00;X;ch:1:sloid:87385:0:75789;60;2503283.18;1119419.27
1662;Cologny, croisée;A,C1;A,C1 (A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));CCOL00;I;ch:1:sloid:87047:0:733517;337;2503162.04;1118690.33
1663;Cologny, Fraidieu;A,C1;A,C1 (A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));FRDI01;J;ch:1:sloid:92745:0:235409;215;2503491.16;1119607.27
1664;Cologny, Bessinge;A,C1;A,C1 (A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));BESS00;M;ch:1:sloid:92740:0:156085;39;2503805.2;1119975.74
1665;Cologny, Rippaz;A,C1;A,C1 (A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));RIPP00;Q;ch:1:sloid:92750:0:355358;39;2504194.11;1120445.95
1666;Cologny, Chemin des Fours;A,C1;A,C1 (A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));CFOU01;W;ch:1:sloid:87046:0:416570;232;2503109.77;1119214.42
1667;Cologny, temple;A,C1;A,C1 (A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));CYTE00;T;ch:1:sloid:92752:0:519191;37;2502977.55;1119068.48
1668;Cologny, temple;A,C1;A,C1 (A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));CYTE01;U;ch:1:sloid:92752:0:506751;219;2502994.94;1119100.27
1669;Vésenaz, Chemin des Princes;A,C1;A,C1 (A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));CHPR00;F;ch:1:sloid:92731:0:348470;39;2504602.74;1120933.5
1670;Cologny, mairie;A,C1;A,C1 (A (Genève, Rive),C1 (Genève, Place des Eaux-Vives));CYMA01;Y;ch:1:sloid:87385:0:600586;241;2503266.6;1119419.53
1671;Cologny, Fraidieu;A,C1;A,C1 (A (Gy, temple),C1 (Collonge-Bellerive, Bois-Caran));FRDI00;I;ch:1:sloid:92745:0:864848;36;2503503.95;1119609.82
1672;Genève, Jonction;A1,02,19,A6;A1,02,19,A6 (A1 (Grand-Saconnex, Fret),02 (Confignon, Cressy),19 (Onex, cité),A6 (Grand-Saconnex, Fret));JOCT08;C;ch:1:sloid:87062:0:336098;284;2498973.45;1117400.41
1673;Genève, Sainte-Clotilde;A1,02,19,A6;A1,02,19,A6 (A1 (Grand-Saconnex, Fret),02 (Confignon, Cressy),19 (Onex, cité),A6 (Grand-Saconnex, Fret));SCLO00;G;ch:1:sloid:92908:0:978313;307;2499191.6;1117332.08
1674;Genève, Musée Voltaire;A1,09,A6;A1,09,A6 (A1 (Grand-Saconnex, Fret),09 (Thônex, Belle-Terre Pl. Araire),A6 (Grand-Saconnex, Fret));MUVO01;F;ch:1:sloid:92869:0:16675;35;2499325.8;1118161.34
1427;Meyrin, Vernes;71,A3,57,67;71,A3,57,67 (71 (Meyrin, Citadelle),A3 (Grand-Saconnex, Fret),57 (Genève-Aéroport, Terminal),67 (Meyrin, Gravière));VERN01;V;ch:1:sloid:93023:0:589226;28;2494838.88;1121198.65
1428;Meyrin, Prulay;71,A3,57,67;71,A3,57,67 (71 (Meyrin, Citadelle),A3 (Grand-Saconnex, Fret),57 (Genève-Aéroport, Terminal),67 (Meyrin, Gravière));PRUL00;M;ch:1:sloid:95031:0:987798;45;2494820.81;1120977.1
1429;Satigny, Bourdigny-Dessous;72;72 (72 (Satigny, gare));BSOU00;F;ch:1:sloid:95040:0:383632;74;2491987.34;1120121.31
1430;Satigny, Crédery;72;72 (72 (Satigny, gare));CRRY00;U;ch:1:sloid:93095:0:732652;195;2490707.72;1119652.13
1431;Satigny, Peissy;72;72 (72 (Satigny, gare));PSSY00;S;ch:1:sloid:87416:0:568127;275;2490528.64;1118678.47
1432;Satigny, La Boverie;72;72 (72 (Satigny, gare));BOVE00;O;ch:1:sloid:87419:0:733692;25;2491084.72;1118374.66
1433;Satigny, Taboret;72;72 (72 (Satigny, gare));TABO00;Q;ch:1:sloid:93104:0:725520;42;2490781.77;1118005.34
1434;Satigny, mairie;72;72 (72 (Satigny, gare));SYMA00;C;ch:1:sloid:93101:0:408613;306;2491412.23;1119345.75
1435;Satigny, Maison-Rouge;72;72 (72 (Satigny, gare));MAGE00;R;ch:1:sloid:93097:0:447849;188;2490424.58;1118165.45
1436;Satigny, Chemin du Paradis;72;72 (72 (Satigny, gare));CPAR00;T;ch:1:sloid:93094:0:242196;192;2490760.62;1118970.33
1437;Satigny, Choully Nord;72;72 (72 (Satigny, gare));CLNO00;W;ch:1:sloid:8093:0:829879;;2491348.7;1120232.06
1438;Satigny, Bourdigny-Dessus;72;72 (72 (Satigny, gare));BSUS00;G;ch:1:sloid:87381:0:866774;341;2492012.38;1120500.12
1439;Satigny, Bourdigny douane;72;72 (72 (Satigny, gare));BDOU00;H;ch:1:sloid:93092:0:638664;330;2491999.7;1120753.91
1440;Satigny, temple;72;72 (72 (Satigny, gare));SYEG00;D;ch:1:sloid:93103:0:527487;1;2491350.5;1119513.51
1441;Satigny, Choully;72;72 (72 (Satigny, gare));CLLY00;V;ch:1:sloid:87415:0:933775;229;2491124.77;1119995.97
1442;Satigny, poste;72,73;72,73 (72 (Satigny, gare),73 (Satigny, gare));SYPO01;X;ch:1:sloid:93102:0:485406;140;2491555.13;1118988.9
1443;Satigny, poste;72,73;72,73 (72 (Satigny, gare),73 (ZIMEYSA, gare));SYPO00;W;ch:1:sloid:93102:0:298080;330;2491554.34;1119010.82
1444;Satigny, La Boverie;73;73 (73 (ZIMEYSA, gare));BOVE01;P;ch:1:sloid:87419:0:865652;105;2491120.55;1118423.08
1445;Satigny, Moulières;73;73 (73 (Satigny, gare));MRES01;T;ch:1:sloid:93098:0:978424;91;2493749.98;1119313.24
1446;Satigny, Peney-Dessus;73;73 (73 (ZIMEYSA, gare));PSUS00;M;ch:1:sloid:95672:0:928046;115;2491801.86;1117504.09
1447;Meyrin, gare;73;73 (73 (ZIMEYSA, gare));PRGM00;A;ch:1:sloid:95029:0:999346;267;2494937.02;1119830.53
1448;Vernier, Sorbier;73;73 (73 (ZIMEYSA, gare));SORB02;W;ch:1:sloid:93172:0:297787;270;2494288.68;1119284.65
1449;Satigny, La Boverie;73;73 (73 (Satigny, gare));BOVE02;A;ch:1:sloid:87419:0:897484;289;2491122.32;1118427.2
1450;ZIMEYSA, gare;73;73 (73 (Satigny, gare));ZIMG00;A;ch:1:sloid:93011:0:157499;222;2494028.64;1119676.84
1451;Satigny, Peney-Dessus;73;73 (73 (Satigny, gare));PSUS01;N;ch:1:sloid:95672:0:715292;300;2491805.22;1117508.76
1452;Vernier, Sorbier;73;73 (73 (Satigny, gare));SORB03;X;ch:1:sloid:93172:0:184454;90;2494298.22;1119276.19
1453;Satigny, Moulières;73;73 (73 (ZIMEYSA, gare));MRES00;S;ch:1:sloid:93098:0:178271;271;2493730.07;1119322.57
1454;Satigny, Peney-Dessous;73,70;73,70 (73 (Satigny, gare),70 (Satigny, gare));POUS00;K;ch:1:sloid:87388:0:462097;291;2492322.94;1117567.9
1455;Satigny, Peney-Dessous;73,70;73,70 (73 (ZIMEYSA, gare),70 (Confignon, croisée));POUS01;L;ch:1:sloid:87388:0:638384;120;2492350.22;1117546.15
1456;Dardagny, Le Roulave;74;74 (74 (Russin, village));ROUL01;U;ch:1:sloid:3419:0:68868;285;2487512.98;1117700.82
1457;Russin, La Chaumaz;74;74 (74 (Russin, village));CHMA01;N;ch:1:sloid:93088:0:911582;139;2489137.88;1118034.73
1458;Dardagny, Malval Centre Nature;74;74 (74 (La Plaine, gare));MACN01;T;ch:1:sloid:95951:0:619981;213;2488692.66;1119329.05
1459;Russin, Les Baillets;74;74 (74 (Russin, village));BAIL01;L;ch:1:sloid:93089:0:306225;53;2488768.48;1118323.58
1460;Dardagny, Malval hameau;74;74 (74 (La Plaine, gare));MAHA00;Q;ch:1:sloid:92771:0:792150;243;2488148.97;1118761.07
