﻿Ligne-Sens;Ligne;Ligne Couleur;Retard Moyen;Classe Retard Moyen;Ligne Sens (Geo);geo_point_2d
1 - Aller;1;#5A1E82;0.0040494791666667;0.003;"{""coordinates"": [[6.214101, 46.208737], [6.214106, 46.208746], [6.214183, 46.208813], [6.21431, 46.208876], [6.214394, 46.208912], [6.215306, 46.209264], [6.216452, 46.209702], [6.216512, 46.209722], [6.21683, 46.209841], [6.21683, 46.209841], [6.216947, 46.209886], [6.217104, 46.209905], [6.217221, 46.20923], [6.217247, 46.209054], [6.217278, 46.208916], [6.21735, 46.20873], [6.2174, 46.208605], [6.217482, 46.20848], [6.217644, 46.208254], [6.217778, 46.208114], [6.217871, 46.208031], [6.217925, 46.207985], [6.218158, 46.207802], [6.218425, 46.207601], [6.218452, 46.207579], [6.218452, 46.207579], [6.218696, 46.207394], [6.218944, 46.207207], [6.219133, 46.207086], [6.219271, 46.206962], [6.218394, 46.206503], [6.218394, 46.206503], [6.218381, 46.206496], [6.217378, 46.205951], [6.21636, 46.20541], [6.215768, 46.205087], [6.215057, 46.204706], [6.214453, 46.204372], [6.214166, 46.204218], [6.214166, 46.204218], [6.21353, 46.20388], [6.21276, 46.20347], [6.212448, 46.203307], [6.211997, 46.203066], [6.210776, 46.202416], [6.210124, 46.202057], [6.210124, 46.202057], [6.20986, 46.20191], [6.209468, 46.201712], [6.20911, 46.202054], [6.208784, 46.202329], [6.208534, 46.202524], [6.208151, 46.202811], [6.20781, 46.20305], [6.207581, 46.203199], [6.207471, 46.203259], [6.207353, 46.203316], [6.207303, 46.203333], [6.207158, 46.203384], [6.207035, 46.203417], [6.206878, 46.203449], [6.206704, 46.203473], [6.206486, 46.203479], [6.206292, 46.203471], [6.206073, 46.20344], [6.205866, 46.203401], [6.205614, 46.203326], [6.205302, 46.203242], [6.205116, 46.203208], [6.205031, 46.203208], [6.204835, 46.203215], [6.204691, 46.203243], [6.204504, 46.203297], [6.20436, 46.203347], [6.204071, 46.203487], [6.203926, 46.203551], [6.203926, 46.203551], [6.203901, 46.203561], [6.203806, 46.203606], [6.203672, 46.203652], [6.2035, 46.203672], [6.203404, 46.20371], [6.203347, 46.203753], [6.203312, 46.20381], [6.203278, 46.203902], [6.20312, 46.20438], [6.203009, 46.20481], [6.20295, 46.20503], [6.202739, 46.205882], [6.202653, 46.206123], [6.202632, 46.206193], [6.202584, 46.206303], [6.202538, 46.206389], [6.202455, 46.206494], [6.202389, 46.206552], [6.202329, 46.206606], [6.202251, 46.206663], [6.202139, 46.206717], [6.202027, 46.206762], [6.201876, 46.206801], [6.201749, 46.206827], [6.201592, 46.206839], [6.201474, 46.20684], [6.201067, 46.206821], [6.201063, 46.206821], [6.201063, 46.206821], [6.200671, 46.206803], [6.200646, 46.206837], [6.200625, 46.206856], [6.200572, 46.206874], [6.20047, 46.206853], [6.200427, 46.206811], [6.200433, 46.206777], [6.200449, 46.206735], [6.200488, 46.206727], [6.200544, 46.206713], [6.200526, 46.206566], [6.200483, 46.20637], [6.200414, 46.206141], [6.200346, 46.20594], [6.200156, 46.205601], [6.200058, 46.20543], [6.199955, 46.205268], [6.199828, 46.205099], [6.199673, 46.204926], [6.199598, 46.204842], [6.199429, 46.204664], [6.199313, 46.204544], [6.199313, 46.204544], [6.199265, 46.204494], [6.199165, 46.20439], [6.198889, 46.204138], [6.198877, 46.204127], [6.198609, 46.203904], [6.198372, 46.203726], [6.19818, 46.2036], [6.19793, 46.20344], [6.19762, 46.20328], [6.19684, 46.20296], [6.19646, 46.20278], [6.1961, 46.20252], [6.195801, 46.20217], [6.195689, 46.20193], [6.195657, 46.201894], [6.195657, 46.201894], [6.195571, 46.2018], [6.195071, 46.20219], [6.19431, 46.20276], [6.19422, 46.2028], [6.19353, 46.20308], [6.19261, 46.20342], [6.19187, 46.20373], [6.191042, 46.204047], [6.190933, 46.204083], [6.190919, 46.204122], [6.190917, 46.204154], [6.190914, 46.204181], [6.190921, 46.204217], [6.190921, 46.204217], [6.190904, 46.204278], [6.19095, 46.204303], [6.190979, 46.204332], [6.190982, 46.204383], [6.190946, 46.204413], [6.190903, 46.20442], [6.190841, 46.204412], [6.1908, 46.2044], [6.190755, 46.204374], [6.190739, 46.204336], [6.190739, 46.204295], [6.189211, 46.203767], [6.1888, 46.20362], [6.188504, 46.203525], [6.188385, 46.203495], [6.188285, 46.203471], [6.18814, 46.20346], [6.188124, 46.203508], [6.188065, 46.203534], [6.187988, 46.203544], [6.187923, 46.203513], [6.187816, 46.20355], [6.187703, 46.203611], [6.187578, 46.203687], [6.187471, 46.203758], [6.186855, 46.204152], [6.186728, 46.204232], [6.186668, 46.204271], [6.186668, 46.204271], [6.1865, 46.20438], [6.186295, 46.204486], [6.185974, 46.204639], [6.185765, 46.204725], [6.185398, 46.204848], [6.18522, 46.204905], [6.184926, 46.204982], [6.184676, 46.205036], [6.184143, 46.205142], [6.183668, 46.205238], [6.183371, 46.205292], [6.183371, 46.205292], [6.18327, 46.20531], [6.182983, 46.205367], [6.182783, 46.20541], [6.182601, 46.20545], [6.181505, 46.205689], [6.181438, 46.20557], [6.180458, 46.204913], [6.180458, 46.204913], [6.180282, 46.204795], [6.17967, 46.2044], [6.179527, 46.204345], [6.179417, 46.204331], [6.179398, 46.204258], [6.179325, 46.204175], [6.179063, 46.204002], [6.178646, 46.203743], [6.178519, 46.203659], [6.17839, 46.203558], [6.178069, 46.203295], [6.17787, 46.20315], [6.177758, 46.203101], [6.177729, 46.203125], [6.177689, 46.203136], [6.177644, 46.203129], [6.177601, 46.203103], [6.177488, 46.20314], [6.177298, 46.203206], [6.17629, 46.203575], [6.175996, 46.203674], [6.17577, 46.20374], [6.175526, 46.203806], [6.1753, 46.20385], [6.175015, 46.203897], [6.175014, 46.203896], [6.175014, 46.203896], [6.17473, 46.203927], [6.17426, 46.20394], [6.17387, 46.20393], [6.173504, 46.203894], [6.173162, 46.203842], [6.172787, 46.203755], [6.171901, 46.20353], [6.171898, 46.203529], [6.171819, 46.20351], [6.170981, 46.203285], [6.170509, 46.203158], [6.170373, 46.203119], [6.170219, 46.203055], [6.170104, 46.202986], [6.169764, 46.202785], [6.169764, 46.202785], [6.16974, 46.20277], [6.169515, 46.20264], [6.16933, 46.20278], [6.1692, 46.20289], [6.168893, 46.203132], [6.168517, 46.20345], [6.168248, 46.203677], [6.16782, 46.20353], [6.167518, 46.203435], [6.167157, 46.203314], [6.16665, 46.20315], [6.16633, 46.20305], [6.166168, 46.202998], [6.166168, 46.202998], [6.166092, 46.202973], [6.165872, 46.202907], [6.165638, 46.202829], [6.164605, 46.202487], [6.164492, 46.202451], [6.16375, 46.20221], [6.163541, 46.20214], [6.16326, 46.20205], [6.16291, 46.20194], [6.162368, 46.201768], [6.16191, 46.201628], [6.16191, 46.201628], [6.161727, 46.201571], [6.16141, 46.20149], [6.161214, 46.201439], [6.160888, 46.201368], [6.160738, 46.201385], [6.160385, 46.201386], [6.160139, 46.201406], [6.16, 46.2014], [6.159789, 46.201396], [6.15966, 46.20144], [6.15959, 46.20147], [6.159138, 46.201656], [6.159043, 46.201618], [6.158905, 46.201588], [6.158719, 46.201583], [6.158276, 46.201639], [6.157809, 46.201689], [6.15765, 46.20171], [6.15729, 46.20176], [6.156805, 46.201829], [6.156613, 46.20186], [6.156541, 46.201873], [6.156438, 46.201885], [6.156281, 46.201896], [6.156129, 46.201907], [6.155961, 46.201861], [6.155835, 46.201798], [6.155827, 46.201774], [6.155776, 46.20167], [6.155717, 46.201593], [6.15563, 46.20149], [6.15556, 46.201403], [6.155516, 46.201335], [6.155516, 46.201334], [6.155477, 46.20126], [6.155465, 46.201231], [6.155451, 46.201189], [6.15543, 46.201146], [6.155342, 46.200912], [6.155273, 46.200754], [6.155273, 46.200754], [6.15513, 46.20043], [6.154899, 46.199902], [6.154863, 46.199806], [6.15478, 46.19962], [6.154749, 46.19955], [6.154693, 46.199424], [6.154677, 46.19931], [6.15475, 46.19926], [6.15481, 46.19923], [6.15509, 46.19902], [6.15529, 46.1989], [6.155312, 46.198884], [6.155381, 46.19883], [6.15543, 46.19876], [6.15546, 46.19872], [6.1555, 46.19864], [6.155511, 46.19859], [6.15552, 46.19853], [6.155511, 46.198458], [6.155511, 46.198458], [6.15551, 46.19845], [6.15549, 46.1984], [6.155469, 46.19836], [6.155388, 46.198241], [6.15531, 46.198191], [6.154965, 46.197942], [6.15477, 46.19781], [6.154456, 46.197586], [6.15416, 46.19737], [6.153932, 46.197206], [6.153878, 46.197167], [6.153878, 46.197167], [6.153623, 46.196985], [6.153499, 46.196934], [6.153314, 46.196863], [6.153071, 46.19677], [6.15283, 46.196681], [6.152768, 46.196656], [6.152621, 46.196593], [6.152367, 46.196491], [6.151673, 46.196214], [6.151383, 46.196098], [6.151292, 46.196015], [6.15116, 46.195971], [6.150818, 46.195833], [6.150651, 46.195751], [6.15069, 46.19572], [6.150762, 46.195648], [6.150838, 46.195568], [6.150838, 46.195568], [6.15084, 46.195566], [6.15095, 46.19542], [6.150825, 46.195372], [6.150722, 46.19534], [6.150656, 46.195322], [6.150045, 46.195006], [6.149491, 46.194704], [6.149491, 46.194704], [6.149461, 46.194687], [6.149345, 46.194633], [6.149344, 46.194633], [6.1492, 46.194707], [6.148798, 46.194975], [6.148513, 46.195185], [6.148421, 46.19527], [6.14759, 46.195923], [6.148064, 46.196278], [6.148072, 46.196381], [6.14803, 46.196491], [6.147595, 46.196528], [6.147491, 46.196538], [6.147308, 46.196554], [6.147003, 46.196582], [6.146862, 46.196594], [6.1467, 46.196604], [6.146151, 46.196639], [6.146151, 46.196639], [6.145979, 46.19665], [6.14589, 46.19666], [6.14579, 46.19668], [6.145749, 46.19669], [6.145409, 46.19681], [6.14504, 46.196973], [6.144011, 46.197418], [6.143751, 46.197536], [6.143518, 46.197636], [6.14351, 46.197639], [6.14351, 46.197639], [6.143439, 46.197672], [6.143381, 46.19772], [6.1434, 46.197794], [6.143413, 46.19784], [6.143418, 46.197894], [6.143417, 46.197926], [6.143402, 46.197975], [6.143387, 46.198002], [6.143356, 46.19804], [6.143278, 46.198084], [6.143204, 46.19812], [6.1431, 46.19814], [6.143039, 46.198156], [6.142999, 46.198156], [6.142895, 46.198158], [6.142764, 46.19816], [6.142637, 46.198162], [6.142456, 46.198161], [6.142134, 46.19816], [6.142159, 46.198318], [6.142176, 46.198523], [6.142176, 46.19868], [6.142168, 46.198773], [6.142119, 46.198859], [6.142039, 46.198973], [6.141941, 46.199106], [6.14181, 46.199233], [6.141791, 46.199259], [6.141674, 46.199283], [6.141608, 46.199374], [6.141298, 46.199806], [6.140883, 46.200386], [6.140587, 46.200799], [6.140587, 46.200799], [6.140536, 46.20087], [6.140479, 46.20095], [6.140438, 46.20102], [6.140397, 46.201091], [6.140364, 46.201173], [6.140342, 46.201243], [6.140332, 46.201312], [6.140319, 46.201419], [6.140208, 46.202189], [6.140087, 46.202968], [6.140025, 46.203382], [6.140006, 46.203511], [6.139951, 46.203883], [6.139938, 46.203977], [6.139938, 46.203977], [6.139924, 46.204086], [6.139868, 46.204472], [6.13973, 46.20541], [6.139676, 46.205726], [6.139681, 46.205775], [6.139695, 46.205813], [6.139725, 46.205865], [6.139788, 46.205927], [6.139983, 46.206114], [6.140165, 46.206293], [6.140398, 46.20652], [6.140464, 46.206587], [6.141098, 46.20721], [6.141521, 46.207623], [6.141521, 46.207623], [6.141604, 46.207704], [6.142137, 46.208223], [6.142177, 46.20826], [6.142278, 46.20833], [6.142288, 46.208339], [6.142412, 46.208412], [6.142453, 46.208454], [6.14248, 46.208505], [6.142576, 46.208916], [6.14259, 46.208947], [6.142681, 46.209146], [6.142679, 46.209169], [6.142779, 46.209608], [6.142805, 46.209673], [6.142853, 46.209729], [6.142941, 46.209806], [6.14361, 46.210401], [6.14361, 46.210401], [6.143719, 46.210499], [6.143943, 46.210668], [6.144038, 46.210741], [6.144082, 46.210789], [6.144113, 46.210837], [6.144222, 46.210937], [6.14432, 46.21111], [6.14438, 46.21122], [6.144657, 46.211729], [6.145738, 46.211393], [6.14606, 46.21129], [6.14657, 46.21113], [6.14691, 46.21102], [6.14755, 46.21082], [6.14837, 46.210573], [6.14837, 46.210573], [6.14858, 46.21051], [6.148983, 46.211056], [6.149329, 46.21156], [6.14933, 46.21156], [6.14937, 46.21162], [6.149607, 46.211961], [6.149607, 46.211961], [6.14976, 46.21218], [6.149824, 46.212283], [6.15048, 46.213474], [6.150538, 46.213594], [6.150538, 46.213594], [6.150562, 46.213645], [6.150634, 46.21374], [6.150782, 46.21373], [6.150913, 46.213746], [6.15102, 46.213761], [6.151181, 46.213783], [6.151812, 46.213865], [6.152129, 46.21391], [6.152109, 46.21399], [6.152099, 46.21403], [6.152011, 46.21439], [6.15196, 46.21455], [6.15193, 46.21468], [6.15179, 46.21518], [6.15171, 46.21548], [6.15167, 46.21562], [6.15161, 46.21577], [6.15158, 46.21586], [6.15149, 46.21607], [6.151409, 46.21624], [6.15131, 46.21643], [6.1512, 46.21661], [6.151126, 46.21671], [6.151106, 46.216736], [6.151106, 46.216736], [6.151046, 46.216813], [6.150884, 46.217028], [6.150719, 46.217232], [6.150477, 46.217507], [6.15041, 46.217575], [6.15022, 46.217769], [6.15003, 46.21795], [6.14983, 46.21812], [6.1498, 46.21815], [6.14962, 46.21831], [6.149519, 46.21839], [6.149366, 46.21853], [6.149235, 46.218755], [6.149171, 46.218889], [6.149161, 46.21893], [6.149153, 46.218978], [6.149143, 46.219132], [6.149157, 46.21934], [6.149179, 46.21939], [6.14925, 46.219492], [6.149321, 46.219605], [6.14954, 46.21992], [6.149631, 46.22004], [6.14975, 46.220213], [6.14982, 46.22035], [6.149868, 46.220472], [6.149868, 46.220472], [6.14989, 46.22053], [6.14991, 46.22061], [6.149929, 46.220752], [6.14993, 46.22081], [6.149919, 46.220887], [6.149853, 46.221045], [6.1496, 46.221531], [6.14943, 46.22187], [6.149291, 46.222137], [6.149236, 46.22224], [6.149108, 46.222219], [6.149058, 46.222203], [6.149021, 46.222188], [6.148941, 46.222123], [6.148853, 46.222219], [6.147586, 46.22323], [6.147529, 46.223273]], ""type"": ""LineString""}";46.20500031411797, 6.172776877169659
2 - Retour;2;#D2DB4A;0.00033950617283951;0;"{""coordinates"": [[6.08827, 46.182294], [6.088253, 46.182296], [6.088186, 46.182296], [6.088122, 46.182281], [6.088076, 46.182259], [6.088043, 46.182229], [6.088025, 46.182189], [6.088026, 46.182148], [6.08804, 46.182105], [6.088076, 46.182054], [6.088118, 46.182008], [6.088598, 46.182013], [6.089467, 46.182004], [6.089577, 46.182013], [6.089673, 46.182031], [6.090738, 46.182306], [6.091139, 46.182399], [6.091193, 46.182425], [6.091225, 46.182458], [6.091235, 46.182504], [6.091229, 46.182559], [6.09119, 46.18263], [6.091099, 46.182804], [6.091068, 46.182904], [6.090951, 46.183129], [6.09087, 46.183279], [6.09087, 46.183279], [6.090836, 46.183342], [6.090314, 46.184104], [6.090235, 46.184229], [6.090046, 46.184645], [6.090042, 46.184722], [6.090059, 46.184792], [6.090102, 46.184831], [6.090137, 46.184859], [6.090281, 46.184921], [6.090308, 46.184894], [6.090353, 46.184879], [6.090403, 46.184872], [6.090462, 46.184886], [6.090501, 46.184912], [6.090522, 46.184938], [6.090536, 46.184972], [6.090657, 46.184976], [6.090973, 46.184967], [6.091135, 46.184952], [6.091135, 46.184952], [6.09127, 46.18494], [6.091506, 46.184922], [6.09205, 46.18487], [6.092405, 46.184842], [6.092788, 46.184793], [6.093172, 46.184722], [6.093449, 46.184658], [6.093644, 46.184608], [6.094079, 46.184461], [6.094238, 46.184409], [6.094238, 46.184409], [6.094303, 46.184389], [6.094857, 46.1842], [6.095454, 46.184], [6.095811, 46.183878], [6.096064, 46.183796], [6.096258, 46.183733], [6.096719, 46.18358], [6.09706, 46.18346], [6.097126, 46.183435], [6.097211, 46.183398], [6.09729, 46.183343], [6.097359, 46.183278], [6.097458, 46.183165], [6.097515, 46.183117], [6.097608, 46.183063], [6.097825, 46.183137], [6.098034, 46.183209], [6.098463, 46.183361], [6.098912, 46.183527], [6.099175, 46.18363], [6.099256, 46.183662], [6.09939, 46.183712], [6.099505, 46.183755], [6.099505, 46.183755], [6.099601, 46.18379], [6.099714, 46.183834], [6.099835, 46.18389], [6.099946, 46.183988], [6.100021, 46.18408], [6.100174, 46.184282], [6.100195, 46.184313], [6.100344, 46.18441], [6.100402, 46.184462], [6.100466, 46.184522], [6.10053, 46.184585], [6.10068, 46.184705], [6.100785, 46.18479], [6.100906, 46.18488], [6.100987, 46.184966], [6.101002, 46.185037], [6.101045, 46.185036], [6.101091, 46.185045], [6.101138, 46.185062], [6.1013, 46.18516], [6.101379, 46.185201], [6.101379, 46.185201], [6.101435, 46.185231], [6.101518, 46.185275], [6.102306, 46.185693], [6.102499, 46.18578], [6.102549, 46.185745], [6.102625, 46.185731], [6.102666, 46.185737], [6.10271, 46.185759], [6.102747, 46.185791], [6.102751, 46.185823], [6.10274, 46.185861], [6.1027, 46.185896], [6.102791, 46.186], [6.102931, 46.18621], [6.103027, 46.186357], [6.10315, 46.186543], [6.103223, 46.186628], [6.103277, 46.186673], [6.103444, 46.186778], [6.103628, 46.186859], [6.104198, 46.187067], [6.104586, 46.1872], [6.104586, 46.1872], [6.104743, 46.187254], [6.10499, 46.187342], [6.105172, 46.187407], [6.105066, 46.18757], [6.104627, 46.188195], [6.104564, 46.188263], [6.103925, 46.1892], [6.10368, 46.18957], [6.103595, 46.189699], [6.10344, 46.189923], [6.103243, 46.190207], [6.103243, 46.190207], [6.103171, 46.19031], [6.102835, 46.1908], [6.102536, 46.19124], [6.102262, 46.191632], [6.10232, 46.191667], [6.102347, 46.191708], [6.102511, 46.19176], [6.102982, 46.191911], [6.103387, 46.192047], [6.103387, 46.192047], [6.103613, 46.192121], [6.104073, 46.192275], [6.104133, 46.192263], [6.104213, 46.192275], [6.104254, 46.192306], [6.104281, 46.192345], [6.105948, 46.19292], [6.106306, 46.193057], [6.106441, 46.193127], [6.10659, 46.19318], [6.106984, 46.193329], [6.107064, 46.193389], [6.10719, 46.193442], [6.107922, 46.19372], [6.107922, 46.19372], [6.108064, 46.193774], [6.108161, 46.19381], [6.108218, 46.193836], [6.108291, 46.193819], [6.108348, 46.193822], [6.108383, 46.193834], [6.10842, 46.19386], [6.108459, 46.19388], [6.108524, 46.1939], [6.108651, 46.193922], [6.10873, 46.193931], [6.108782, 46.193928], [6.10883, 46.193918], [6.108885, 46.193912], [6.108934, 46.193927], [6.108999, 46.193961], [6.109021, 46.193998], [6.109023, 46.194043], [6.109093, 46.194103], [6.109117, 46.194122], [6.109225, 46.194195], [6.109375, 46.194251], [6.109711, 46.194368], [6.109905, 46.194427], [6.110118, 46.194484], [6.110325, 46.194525], [6.110549, 46.19456], [6.11106, 46.19461], [6.112105, 46.194678], [6.112502, 46.194702], [6.112994, 46.194732], [6.113265, 46.194753], [6.113365, 46.194768], [6.113365, 46.194768], [6.113428, 46.194778], [6.113549, 46.194811], [6.11364, 46.194856], [6.113692, 46.194912], [6.113724, 46.19497], [6.113733, 46.195033], [6.113729, 46.19511], [6.113717, 46.19519], [6.11366, 46.19535], [6.113557, 46.195606], [6.113473, 46.195816], [6.113382, 46.196076], [6.113319, 46.196323], [6.113291, 46.196475], [6.113219, 46.196824], [6.115043, 46.197015], [6.115487, 46.197061], [6.115489, 46.197061], [6.115489, 46.197061], [6.115744, 46.197088], [6.115822, 46.197094], [6.115877, 46.197088], [6.115926, 46.197077], [6.115982, 46.197058], [6.116037, 46.197018], [6.116069, 46.196981], [6.11626, 46.19677], [6.116314, 46.196726], [6.11642, 46.196664], [6.116569, 46.1966], [6.11676, 46.19656], [6.116976, 46.196538], [6.11714, 46.19653], [6.117285, 46.196516], [6.117721, 46.196492], [6.117721, 46.196492], [6.118181, 46.196466], [6.118514, 46.196451], [6.118915, 46.196426], [6.119619, 46.19639], [6.120247, 46.196356], [6.120579, 46.196337], [6.12081, 46.196309], [6.12101, 46.196268], [6.121253, 46.196177], [6.121465, 46.196069], [6.121592, 46.195922], [6.121869, 46.195726], [6.121869, 46.195726], [6.121943, 46.195673], [6.122319, 46.195396], [6.122558, 46.195229], [6.122729, 46.195102], [6.122901, 46.194973], [6.123031, 46.19488], [6.123533, 46.194524], [6.12365, 46.194431], [6.123807, 46.194314], [6.123886, 46.194263], [6.124045, 46.194198], [6.124131, 46.19417], [6.124242, 46.194144], [6.124416, 46.194118], [6.124537, 46.194105], [6.124845, 46.194195], [6.125789, 46.194519], [6.12593, 46.194576], [6.12608, 46.194645], [6.126229, 46.194726], [6.126369, 46.194833], [6.126467, 46.194922], [6.126579, 46.195043], [6.12666, 46.195162], [6.126703, 46.195241], [6.126751, 46.195348], [6.126784, 46.195449], [6.126991, 46.19611], [6.127238, 46.196901], [6.127409, 46.197467], [6.127593, 46.198027], [6.127725, 46.198449], [6.127815, 46.198737], [6.127837, 46.198813], [6.127859, 46.198881], [6.127894, 46.198955], [6.127956, 46.199046], [6.127999, 46.199098], [6.12861, 46.199729], [6.128697, 46.199811], [6.128765, 46.19986], [6.128832, 46.199893], [6.129022, 46.199947], [6.129045, 46.199978], [6.129294, 46.200219], [6.129393, 46.20032], [6.129393, 46.20032], [6.129423, 46.200352], [6.129452, 46.20039], [6.129474, 46.200436], [6.129481, 46.200469], [6.129539, 46.200465], [6.129653, 46.200452], [6.129803, 46.200426], [6.130071, 46.20038], [6.13189, 46.20006], [6.132333, 46.199978], [6.132457, 46.199912], [6.132987, 46.199609], [6.133521, 46.199317], [6.133521, 46.199317], [6.13357, 46.19929], [6.13437, 46.198855], [6.134491, 46.198779], [6.135311, 46.19831], [6.13543, 46.19824], [6.135812, 46.198026], [6.136079, 46.197876], [6.136079, 46.197876], [6.136272, 46.197765], [6.136836, 46.198281], [6.13715, 46.198697], [6.137531, 46.19956], [6.137571, 46.199801], [6.137571, 46.199801], [6.137686, 46.200511], [6.137689, 46.200569], [6.137682, 46.200619], [6.1377, 46.200626], [6.13771, 46.200639], [6.137703, 46.200657], [6.137681, 46.200667], [6.137685, 46.200763], [6.137758, 46.20119], [6.137792, 46.201319], [6.137835, 46.201322], [6.137854, 46.20134], [6.137857, 46.201365], [6.137962, 46.201388], [6.138625, 46.201403], [6.139043, 46.201413], [6.139219, 46.201386], [6.139337, 46.201358], [6.139371, 46.201352], [6.13942, 46.20138], [6.139493, 46.201379], [6.139639, 46.201362], [6.139972, 46.201314], [6.139972, 46.201314], [6.140064, 46.201301], [6.140196, 46.2013], [6.14026, 46.20131], [6.140312, 46.201327], [6.14039, 46.201381], [6.140503, 46.201408], [6.140678, 46.201484], [6.14109, 46.201628], [6.141395, 46.201736], [6.141959, 46.201946], [6.142084, 46.202001], [6.142017, 46.202097], [6.141843, 46.202335], [6.141843, 46.202335], [6.141759, 46.202452], [6.141509, 46.2028], [6.141454, 46.202879], [6.141343, 46.202934], [6.141319, 46.20316], [6.141284, 46.20339], [6.141253, 46.203628], [6.141356, 46.203629], [6.142008, 46.20368], [6.142413, 46.203708], [6.142554, 46.20372], [6.142732, 46.203747], [6.142745, 46.203749], [6.142873, 46.203769], [6.142926, 46.203776], [6.142959, 46.203783], [6.143093, 46.203805], [6.143264, 46.203832], [6.143443, 46.203852], [6.143557, 46.20387], [6.14363, 46.203876], [6.143708, 46.203879], [6.143785, 46.203873], [6.143867, 46.203859], [6.144343, 46.203746], [6.144655, 46.203669], [6.144655, 46.203669], [6.144885, 46.203613], [6.145118, 46.20355], [6.145415, 46.203481], [6.145829, 46.203411], [6.14598, 46.203386], [6.146196, 46.203344], [6.146595, 46.203244], [6.147024, 46.203131], [6.147416, 46.203029], [6.147416, 46.203029], [6.147604, 46.202981], [6.147996, 46.202885], [6.149408, 46.202585], [6.149837, 46.202495], [6.150416, 46.202366], [6.150459, 46.202357], [6.150716, 46.202288], [6.150784, 46.20227], [6.151252, 46.202131], [6.151616, 46.20202], [6.151834, 46.201954], [6.152015, 46.201912], [6.152111, 46.201832], [6.152687, 46.201713], [6.152711, 46.201707], [6.152711, 46.201707], [6.152831, 46.201676], [6.152971, 46.20163], [6.153061, 46.201604], [6.153241, 46.201577], [6.153702, 46.201479], [6.153826, 46.201464], [6.153906, 46.201461], [6.15453, 46.201336], [6.154702, 46.201301], [6.155239, 46.20119], [6.15543, 46.201146], [6.155629, 46.201109], [6.155625, 46.201151], [6.155628, 46.201179], [6.155634, 46.201233], [6.155661, 46.20133], [6.155693, 46.201399], [6.155736, 46.201486], [6.155864, 46.20163], [6.15594, 46.201715], [6.156014, 46.201798], [6.156052, 46.20184], [6.156129, 46.201907], [6.156247, 46.201994], [6.156283, 46.202024], [6.156339, 46.20207], [6.156361, 46.20209], [6.156428, 46.20218], [6.156632, 46.202514], [6.156724, 46.202631], [6.156889, 46.20276], [6.15712, 46.20298], [6.15724, 46.20311], [6.157498, 46.203436], [6.157558, 46.203513], [6.157661, 46.203632], [6.157731, 46.203707], [6.157808, 46.203762], [6.157876, 46.203801], [6.158257, 46.204013], [6.158336, 46.204058], [6.158524, 46.204164], [6.158524, 46.204164], [6.15864, 46.20423], [6.158874, 46.20436], [6.15916, 46.20452], [6.159312, 46.204601], [6.15939, 46.20465], [6.159561, 46.204747], [6.159927, 46.204964], [6.160206, 46.205161], [6.160206, 46.205161], [6.160278, 46.205212], [6.160498, 46.205386], [6.160665, 46.205523], [6.160838, 46.205672], [6.160891, 46.205719], [6.161374, 46.206137], [6.161405, 46.206166], [6.161669, 46.206399], [6.161669, 46.206399], [6.161833, 46.206544], [6.162065, 46.206712], [6.162342, 46.206909], [6.163261, 46.207475], [6.163565, 46.20766], [6.163639, 46.20771], [6.163826, 46.207749], [6.164018, 46.207825], [6.164754, 46.208137], [6.165003, 46.208246], [6.16509, 46.208286], [6.166347, 46.208855], [6.167184, 46.209234], [6.167184, 46.209234], [6.16743, 46.209346], [6.16951, 46.210283], [6.171329, 46.211099], [6.17187, 46.211345], [6.172368, 46.211569], [6.172477, 46.211609], [6.17256, 46.21162], [6.172643, 46.211622], [6.172689, 46.211622], [6.172724, 46.211613], [6.172755, 46.211596], [6.172806, 46.211563], [6.172853, 46.211538], [6.172904, 46.21153], [6.172952, 46.211537], [6.172984, 46.211548], [6.173007, 46.211569], [6.173001, 46.211609], [6.172991, 46.211638], [6.172967, 46.211662], [6.172922, 46.211682], [6.172881, 46.211691], [6.172833, 46.211693], [6.17271, 46.21169], [6.172685, 46.211689], [6.17265, 46.211686], [6.172574, 46.211667], [6.172512, 46.211644], [6.172477, 46.211609], [6.172368, 46.211569], [6.17187, 46.211345], [6.171819, 46.211322]], ""type"": ""LineString""}";46.196839956645526, 6.127910836052127
